net1 X,net1 Y,net11 X,net11 Y,I0.\1  X,I0.\1  Y
3.956647889465329e-07,0.629820132085237,3.956647889465329e-07,0.5935391434034119,3.956647889465329e-07,5.939313090022302e-05
4.05664788946533e-07,0.6305731587928735,4.05664788946533e-07,0.5945822469387928,4.05664788946533e-07,5.939350343893319e-05
4.15664788946533e-07,0.6313261372213189,4.15664788946533e-07,0.5959125705911805,4.15664788946533e-07,5.963096848687796e-05
4.25664788946533e-07,0.6320790661815179,4.25664788946533e-07,0.5971473504449749,4.25664788946533e-07,5.964927193956262e-05
4.35664788946533e-07,0.6328319444844926,4.35664788946533e-07,0.5988073677432562,4.35664788946533e-07,5.992146352879701e-05
4.45664788946533e-07,0.6335847709413457,4.45664788946533e-07,0.6005824090489797,4.45664788946533e-07,5.999256678752269e-05
4.556647889465331e-07,0.6343375443632612,4.556647889465331e-07,0.6029951754645667,4.556647889465331e-07,6.034189308576064e-05
4.656647889465331e-07,0.6350902635615071,4.656647889465331e-07,0.6057462249697665,4.656647889465331e-07,6.050957463381345e-05
4.756647889465331e-07,0.6358429273474373,4.756647889465331e-07,0.6091508718663958,4.756647889465331e-07,6.095922970898191e-05
4.856647889465332e-07,0.6365955345324926,4.856647889465332e-07,0.6127253362303056,4.856647889465332e-07,6.120708951330538e-05
4.928323944732671e-07,0.6371349381883568,4.928323944732671e-07,0.6154515954545632,4.928323944732671e-07,6.158852757756057e-05
5.000000000000011e-07,0.637674311717588,5.000000000000011e-07,0.6179943076839527,5.000000000000011e-07,6.173138086077354e-05
5.054283643058832e-07,0.6380827843082676,5.054283643058832e-07,0.6184039086366324,5.054283643058832e-07,6.184577281122851e-05
5.121160286999562e-07,0.6385859921032798,5.121160286999562e-07,0.6188607115726644,5.121160286999562e-07,6.18910720604124e-05
5.187491141876442e-07,0.6390850662351301,5.187491141876442e-07,0.6193356731538949,5.187491141876442e-07,6.193920620458022e-05
5.287491141876442e-07,0.639837415969544,5.287491141876442e-07,0.6200228349248161,5.287491141876442e-07,6.200706036614533e-05
